id,member_id,type,messageContent,sendDate,channel,created_by,modified_by,created_on,modified_on,mansoft_tenant_id
56d69a59-28ca-486b-9d23-ae22f4602e78,aa1f1eb6-4316-4918-9c95-a9d53a71bba8,Loan Application,School uniform and books,2023-01-12,Meeting,system,system,2023-01-12 00:00:00,2023-01-12 00:00:00,tenant_001
ac9d547c-b20b-4847-8c99-d60c99324cbd,aa1f1eb6-4316-4918-9c95-a9d53a71bba8,Member Feedback,Interested in taking education loan,2023-11-08,Meeting,system,system,2023-11-08 00:00:00,2023-11-08 00:00:00,tenant_001
1e749030-8069-4bdb-9d26-958dbcc7381d,aa1f1eb6-4316-4918-9c95-a9d53a71bba8,Member Feedback,Changing my mobile number,2023-02-05,Mobile App,system,system,2023-02-05 00:00:00,2023-02-05 00:00:00,tenant_001
4632e223-2cfb-41a1-ab06-8a3997b74a2e,aa1f1eb6-4316-4918-9c95-a9d53a71bba8,Member Feedback,Thank you for the Christmas bonus,2021-12-19,Mobile App,system,system,2021-12-19 00:00:00,2021-12-19 00:00:00,tenant_001
1fa2f769-f00f-4b55-b253-4c1c1c2f5a11,aa1f1eb6-4316-4918-9c95-a9d53a71bba8,Member Feedback,Changing my mobile number,2020-12-25,WhatsApp,system,system,2020-12-25 00:00:00,2020-12-25 00:00:00,tenant_001
aef22d74-254e-4200-a9c3-146c40a72dae,c987aa14-43fc-4a0a-96c0-83bff298ee96,Member Feedback,Business affected by floods,2024-10-11,Meeting,system,system,2024-10-11 00:00:00,2024-10-11 00:00:00,tenant_001
980037cb-d6ba-4e65-9c40-5da8e43cb365,c987aa14-43fc-4a0a-96c0-83bff298ee96,Member Feedback,Want to increase my monthly contributions,2025-09-24,Meeting,system,system,2025-09-24 00:00:00,2025-09-24 00:00:00,tenant_001
67d33c10-fc2e-4d8e-bb59-bb7aec02b6a8,c987aa14-43fc-4a0a-96c0-83bff298ee96,Member Feedback,Changing my mobile number,2025-07-05,Meeting,system,system,2025-07-05 00:00:00,2025-07-05 00:00:00,tenant_001
aefddc3d-7a42-48fd-877e-58d3777106d2,c987aa14-43fc-4a0a-96c0-83bff298ee96,Loan Application,Construction materials for shop,2025-09-03,Email,system,system,2025-09-03 00:00:00,2025-09-03 00:00:00,tenant_001
26fede62-b3bb-4bac-b48d-328bb5c91733,c987aa14-43fc-4a0a-96c0-83bff298ee96,Loan Application,Building rental house in Ruiru,2025-04-27,Email,system,system,2025-04-27 00:00:00,2025-04-27 00:00:00,tenant_001
b28597a4-1f1e-45aa-af45-1a73e76ed369,c987aa14-43fc-4a0a-96c0-83bff298ee96,Member Feedback,When will annual dividends be distributed?,2025-12-17,Mobile App,system,system,2025-12-17 00:00:00,2025-12-17 00:00:00,tenant_001
d26bd8f1-b3b8-4a41-97fe-aa849802266d,c987aa14-43fc-4a0a-96c0-83bff298ee96,Member Feedback,Appreciate the financial literacy training,2025-12-13,Email,system,system,2025-12-13 00:00:00,2025-12-13 00:00:00,tenant_001
5326f90a-ed55-4bb7-883f-326fe97dea9e,c987aa14-43fc-4a0a-96c0-83bff298ee96,Loan Application,Paying hospital bill at Aga Khan,2025-06-12,Mobile App,system,system,2025-06-12 00:00:00,2025-06-12 00:00:00,tenant_001
8346dfa6-4fde-4fc9-a689-c3b9848ba238,c987aa14-43fc-4a0a-96c0-83bff298ee96,Member Feedback,When is next loan application window?,2024-11-13,WhatsApp,system,system,2024-11-13 00:00:00,2024-11-13 00:00:00,tenant_001
15cc05be-74ca-48fb-8728-2acdf761d6f8,c987aa14-43fc-4a0a-96c0-83bff298ee96,Member Feedback,Need to withdraw some savings,2024-10-16,SMS,system,system,2024-10-16 00:00:00,2024-10-16 00:00:00,tenant_001
41b936cc-7a9f-4fba-a957-e1747fb89633,c987aa14-43fc-4a0a-96c0-83bff298ee96,Member Feedback,When will annual dividends be distributed?,2025-03-05,WhatsApp,system,system,2025-03-05 00:00:00,2025-03-05 00:00:00,tenant_001
c5220787-9dc9-4527-80ef-c7bd64ba6011,c987aa14-43fc-4a0a-96c0-83bff298ee96,Loan Application,Building rental house in Ruiru,2025-04-21,Mobile App,system,system,2025-04-21 00:00:00,2025-04-21 00:00:00,tenant_001
c323755c-86a8-43db-bb59-f347ada5c14e,c987aa14-43fc-4a0a-96c0-83bff298ee96,Member Feedback,Changing my mobile number,2025-10-02,SMS,system,system,2025-10-02 00:00:00,2025-10-02 00:00:00,tenant_001
f37142bc-b9bf-4861-9924-3c31d0662923,779e73ed-6320-4356-bf0d-00f5d7a9a16a,Member Feedback,Need 3-month extension for repayment,2024-05-26,WhatsApp,system,system,2024-05-26 00:00:00,2024-05-26 00:00:00,tenant_001
1d797c12-5a07-4b65-9154-049d1017ed9e,779e73ed-6320-4356-bf0d-00f5d7a9a16a,Member Feedback,Thank you for the Christmas bonus,2022-12-06,SMS,system,system,2022-12-06 00:00:00,2022-12-06 00:00:00,tenant_001
901337e1-08c3-435d-8482-38aa07241a88,779e73ed-6320-4356-bf0d-00f5d7a9a16a,Loan Application,Starting posho mill business,2023-06-16,Mobile App,system,system,2023-06-16 00:00:00,2023-06-16 00:00:00,tenant_001
e5fef604-bae6-44e2-a796-5ce62d855c78,779e73ed-6320-4356-bf0d-00f5d7a9a16a,Loan Application,Starting posho mill business,2025-02-04,WhatsApp,system,system,2025-02-04 00:00:00,2025-02-04 00:00:00,tenant_001
8e673950-cf13-4313-8f34-568f9917efb1,779e73ed-6320-4356-bf0d-00f5d7a9a16a,Member Feedback,Requesting loan statement for 2024,2022-10-17,WhatsApp,system,system,2022-10-17 00:00:00,2022-10-17 00:00:00,tenant_001
6b1943d0-5ae9-463d-929b-fc421bb181fd,779e73ed-6320-4356-bf0d-00f5d7a9a16a,Loan Application,School fees for 3 children,2024-03-04,Mobile App,system,system,2024-03-04 00:00:00,2024-03-04 00:00:00,tenant_001
084f2407-90e3-42f5-a75d-b0228853cb9e,779e73ed-6320-4356-bf0d-00f5d7a9a16a,Member Feedback,Need to withdraw some savings,2025-04-06,SMS,system,system,2025-04-06 00:00:00,2025-04-06 00:00:00,tenant_001
9bd4ab08-41e4-4a2b-aeba-ed88e0cf8402,779e73ed-6320-4356-bf0d-00f5d7a9a16a,Member Feedback,Facing drought affecting my farm repayments,2025-06-14,Email,system,system,2025-06-14 00:00:00,2025-06-14 00:00:00,tenant_001
b50e235d-706b-485b-b88c-e48af13420d6,779e73ed-6320-4356-bf0d-00f5d7a9a16a,Member Feedback,When will annual dividends be distributed?,2025-04-14,Email,system,system,2025-04-14 00:00:00,2025-04-14 00:00:00,tenant_001
b013b43f-0ce1-409c-95b7-12944e973d77,bd5ecd05-6e07-44f0-afa0-bbc96b0599b7,Member Feedback,Interested in taking education loan,2024-11-19,Email,system,system,2024-11-19 00:00:00,2024-11-19 00:00:00,tenant_001
467f1421-ca5f-42bc-b56b-b376895d822f,bd5ecd05-6e07-44f0-afa0-bbc96b0599b7,Member Feedback,When is the next AGM meeting?,2024-08-26,WhatsApp,system,system,2024-08-26 00:00:00,2024-08-26 00:00:00,tenant_001
e1e17bf5-9f4f-4d14-9d65-ed1c6526acdb,bd5ecd05-6e07-44f0-afa0-bbc96b0599b7,Loan Application,Purchase 14-seater matatu,2024-12-18,SMS,system,system,2024-12-18 00:00:00,2024-12-18 00:00:00,tenant_001
71bc4fe4-e085-46a8-a6c5-03c834761310,bd5ecd05-6e07-44f0-afa0-bbc96b0599b7,Member Feedback,Interested in taking education loan,2025-11-07,SMS,system,system,2025-11-07 00:00:00,2025-11-07 00:00:00,tenant_001
fcd076aa-ae32-4c8e-9c7f-d689db07bd97,bd5ecd05-6e07-44f0-afa0-bbc96b0599b7,Loan Application,Purchase 14-seater matatu,2026-01-22,Meeting,system,system,2026-01-22 00:00:00,2026-01-22 00:00:00,tenant_001
6505c003-baa2-47b0-912f-aa774dfe5beb,bd5ecd05-6e07-44f0-afa0-bbc96b0599b7,Member Feedback,"Lost my passbook, need replacement",2024-09-25,SMS,system,system,2024-09-25 00:00:00,2024-09-25 00:00:00,tenant_001
312a7d9b-ff05-4a83-8857-bddbdf3f3ecd,bd5ecd05-6e07-44f0-afa0-bbc96b0599b7,Member Feedback,When is the next AGM meeting?,2025-08-14,Meeting,system,system,2025-08-14 00:00:00,2025-08-14 00:00:00,tenant_001
6d6fc9db-0518-43b8-a033-4fa83d06a15a,bd5ecd05-6e07-44f0-afa0-bbc96b0599b7,Loan Application,Opening hair salon in town,2025-06-14,Meeting,system,system,2025-06-14 00:00:00,2025-06-14 00:00:00,tenant_001
15dfe15d-6943-46c0-880e-145a20b77e89,bd5ecd05-6e07-44f0-afa0-bbc96b0599b7,Loan Application,Restocking my supermarket,2025-08-19,Meeting,system,system,2025-08-19 00:00:00,2025-08-19 00:00:00,tenant_001
40a3c868-9e92-4f5c-a435-ad7173acc737,bd5ecd05-6e07-44f0-afa0-bbc96b0599b7,Member Feedback,Interested in taking education loan,2024-12-26,WhatsApp,system,system,2024-12-26 00:00:00,2024-12-26 00:00:00,tenant_001
1e205303-b5ee-4d79-90fe-7bbc62e1c44f,bd5ecd05-6e07-44f0-afa0-bbc96b0599b7,Loan Application,Building rental house in Ruiru,2025-10-18,SMS,system,system,2025-10-18 00:00:00,2025-10-18 00:00:00,tenant_001
e336f5c4-2c36-493e-aeec-9a05c13ae65b,bd5ecd05-6e07-44f0-afa0-bbc96b0599b7,Member Feedback,Repayment completed successfully,2025-12-15,Meeting,system,system,2025-12-15 00:00:00,2025-12-15 00:00:00,tenant_001
994b2693-37ae-463f-b657-8bab93f9b8c0,bd5ecd05-6e07-44f0-afa0-bbc96b0599b7,Loan Application,School uniform and books,2024-09-26,Email,system,system,2024-09-26 00:00:00,2024-09-26 00:00:00,tenant_001
20470e11-4d14-46bd-9ef9-efb8d96a9fad,bd5ecd05-6e07-44f0-afa0-bbc96b0599b7,Loan Application,Purchasing boda boda motorcycle,2024-06-25,Email,system,system,2024-06-25 00:00:00,2024-06-25 00:00:00,tenant_001
02797894-d700-4846-a417-957a9a8d878a,bd5ecd05-6e07-44f0-afa0-bbc96b0599b7,Member Feedback,When will annual dividends be distributed?,2024-07-23,SMS,system,system,2024-07-23 00:00:00,2024-07-23 00:00:00,tenant_001
a2539741-2f4e-4c13-958e-150984d8bbe8,1134e361-9b60-4d70-b5ae-c802c1b6bf26,Member Feedback,MPesa payments not going through,2021-12-10,Mobile App,system,system,2021-12-10 00:00:00,2021-12-10 00:00:00,tenant_001
9d380320-e721-4f66-bb05-b51c896f2536,1134e361-9b60-4d70-b5ae-c802c1b6bf26,Loan Application,Opening hair salon in town,2020-08-08,SMS,system,system,2020-08-08 00:00:00,2020-08-08 00:00:00,tenant_001
3a2ee8e6-9849-491d-98d1-f6a10efa4e00,1134e361-9b60-4d70-b5ae-c802c1b6bf26,Loan Application,Buying greenhouse for tomatoes,2023-04-02,Email,system,system,2023-04-02 00:00:00,2023-04-02 00:00:00,tenant_001
12d14077-eb89-48f6-a274-d6ae53a1a783,1134e361-9b60-4d70-b5ae-c802c1b6bf26,Member Feedback,Repayment completed successfully,2020-07-30,Email,system,system,2020-07-30 00:00:00,2020-07-30 00:00:00,tenant_001
d5f0f8eb-add7-4469-aa8d-f56525135778,1134e361-9b60-4d70-b5ae-c802c1b6bf26,Loan Application,Expanding maize farm to 5 acres,2020-11-27,Meeting,system,system,2020-11-27 00:00:00,2020-11-27 00:00:00,tenant_001
6e71954d-991d-4bcf-b7a8-df1c5ff0a912,1134e361-9b60-4d70-b5ae-c802c1b6bf26,Member Feedback,Interested in taking education loan,2023-02-16,SMS,system,system,2023-02-16 00:00:00,2023-02-16 00:00:00,tenant_001
5369c35c-61f6-4ad3-be47-60d3fc7e178e,1134e361-9b60-4d70-b5ae-c802c1b6bf26,Member Feedback,Defaulted due to COVID pandemic,2022-11-21,Meeting,system,system,2022-11-21 00:00:00,2022-11-21 00:00:00,tenant_001
e2690204-5c56-4106-abfb-28c8bba79538,2c081cb6-ab62-4933-a7ff-bad0f2147d09,Member Feedback,Changing my mobile number,2023-04-03,SMS,system,system,2023-04-03 00:00:00,2023-04-03 00:00:00,tenant_001
52a3db9d-61b5-49c8-9d81-7a449e3702c4,2c081cb6-ab62-4933-a7ff-bad0f2147d09,Loan Application,Starting poultry farm with 200 chickens,2023-05-30,WhatsApp,system,system,2023-05-30 00:00:00,2023-05-30 00:00:00,tenant_001
a0c24774-5031-481c-930b-66911c464320,2c081cb6-ab62-4933-a7ff-bad0f2147d09,Member Feedback,Want to increase my monthly contributions,2022-06-02,WhatsApp,system,system,2022-06-02 00:00:00,2022-06-02 00:00:00,tenant_001
24ca3b32-0410-4a69-99a6-47ef6bc8b9f6,2c081cb6-ab62-4933-a7ff-bad0f2147d09,Loan Application,Wedding expenses for daughter,2021-12-10,SMS,system,system,2021-12-10 00:00:00,2021-12-10 00:00:00,tenant_001
8dfd4b0b-2b42-45c9-aff6-bc562f945914,2c081cb6-ab62-4933-a7ff-bad0f2147d09,Loan Application,Medical emergency at Kenyatta Hospital,2021-10-07,Mobile App,system,system,2021-10-07 00:00:00,2021-10-07 00:00:00,tenant_001
bbb74673-9ac7-4e77-9601-c2c661702f0f,2c081cb6-ab62-4933-a7ff-bad0f2147d09,Member Feedback,Loan helped me buy school van,2023-01-18,Mobile App,system,system,2023-01-18 00:00:00,2023-01-18 00:00:00,tenant_001
3fadb441-cd13-4960-ad7a-9da8400cabe9,89e04be9-4886-44cc-9db8-7d9bd746c25d,Member Feedback,When will annual dividends be distributed?,2022-09-26,WhatsApp,system,system,2022-09-26 00:00:00,2022-09-26 00:00:00,tenant_001
528a7ab4-680e-4787-8bdc-e3aed6175300,89e04be9-4886-44cc-9db8-7d9bd746c25d,Member Feedback,Thank you for the Christmas bonus,2024-07-21,Mobile App,system,system,2024-07-21 00:00:00,2024-07-21 00:00:00,tenant_001
9a0bb80b-6624-4f4e-a967-068cecb54d6d,89e04be9-4886-44cc-9db8-7d9bd746c25d,Member Feedback,Thank you for the Christmas bonus,2023-12-06,Mobile App,system,system,2023-12-06 00:00:00,2023-12-06 00:00:00,tenant_001
ec8d7453-3a6d-4bd6-8813-54479903059b,89e04be9-4886-44cc-9db8-7d9bd746c25d,Member Feedback,Interested in taking education loan,2023-07-22,SMS,system,system,2023-07-22 00:00:00,2023-07-22 00:00:00,tenant_001
7279cfb0-09ee-46f6-bb69-c382cc50f357,89e04be9-4886-44cc-9db8-7d9bd746c25d,Member Feedback,When is next loan application window?,2022-07-01,WhatsApp,system,system,2022-07-01 00:00:00,2022-07-01 00:00:00,tenant_001
55ef377e-c8fd-409d-b05c-b6e14f6448ce,89e04be9-4886-44cc-9db8-7d9bd746c25d,Loan Application,Buying irrigation equipment,2022-11-22,Email,system,system,2022-11-22 00:00:00,2022-11-22 00:00:00,tenant_001
8102db81-1a0e-4da5-a620-699f79c7bcf7,89e04be9-4886-44cc-9db8-7d9bd746c25d,Member Feedback,Facing drought affecting my farm repayments,2024-06-22,WhatsApp,system,system,2024-06-22 00:00:00,2024-06-22 00:00:00,tenant_001
14dfd82b-4eff-42b8-8572-8e03841991c3,89e04be9-4886-44cc-9db8-7d9bd746c25d,Loan Application,School uniform and books,2024-11-08,Email,system,system,2024-11-08 00:00:00,2024-11-08 00:00:00,tenant_001
82b4aa25-edec-4ecc-9acd-080815cca770,89e04be9-4886-44cc-9db8-7d9bd746c25d,Loan Application,Building rental house in Ruiru,2024-04-25,SMS,system,system,2024-04-25 00:00:00,2024-04-25 00:00:00,tenant_001
420f9fba-89d6-4a2e-9bd0-98f60d0e50fb,89e04be9-4886-44cc-9db8-7d9bd746c25d,Member Feedback,Loan helped me buy school van,2022-08-10,Mobile App,system,system,2022-08-10 00:00:00,2022-08-10 00:00:00,tenant_001
22981e20-fa38-40da-b46c-f5a81a62e40f,89e04be9-4886-44cc-9db8-7d9bd746c25d,Member Feedback,Need to withdraw some savings,2023-03-31,Mobile App,system,system,2023-03-31 00:00:00,2023-03-31 00:00:00,tenant_001
669a7d50-3629-43d7-b3f1-3e9ad96396bd,89e04be9-4886-44cc-9db8-7d9bd746c25d,Loan Application,Buying irrigation equipment,2023-02-13,Meeting,system,system,2023-02-13 00:00:00,2023-02-13 00:00:00,tenant_001
910f3cb0-bc9a-4f6e-9ce0-2ed85c81ad5c,89e04be9-4886-44cc-9db8-7d9bd746c25d,Loan Application,Purchase 14-seater matatu,2023-10-24,Email,system,system,2023-10-24 00:00:00,2023-10-24 00:00:00,tenant_001
d3a2f39c-910a-4025-a338-9af466e1fed1,89e04be9-4886-44cc-9db8-7d9bd746c25d,Loan Application,Buying irrigation equipment,2023-10-08,WhatsApp,system,system,2023-10-08 00:00:00,2023-10-08 00:00:00,tenant_001
7805eab4-b231-4c10-b2ae-6ef12dd4010a,899f36fb-4001-4a60-926e-7b3137b05c31,Member Feedback,When will annual dividends be distributed?,2022-01-08,Mobile App,system,system,2022-01-08 00:00:00,2022-01-08 00:00:00,tenant_001
d642c7ed-dc06-482d-a16b-96f5e213e2c2,899f36fb-4001-4a60-926e-7b3137b05c31,Loan Application,"Need KES 50,000 for dairy cows purchase",2024-05-31,Mobile App,system,system,2024-05-31 00:00:00,2024-05-31 00:00:00,tenant_001
2eb198be-26ba-46cc-abca-f90b9ac2927c,899f36fb-4001-4a60-926e-7b3137b05c31,Loan Application,Medical emergency at Kenyatta Hospital,2024-02-25,SMS,system,system,2024-02-25 00:00:00,2024-02-25 00:00:00,tenant_001
f5f74b50-11bf-401c-a6dc-898fcfa082c2,899f36fb-4001-4a60-926e-7b3137b05c31,Loan Application,Building rental house in Ruiru,2023-10-29,Email,system,system,2023-10-29 00:00:00,2023-10-29 00:00:00,tenant_001
b80dc3e8-ee89-4e9a-a27d-8d9bec466a8b,899f36fb-4001-4a60-926e-7b3137b05c31,Member Feedback,Loan helped me buy school van,2022-02-09,Email,system,system,2022-02-09 00:00:00,2022-02-09 00:00:00,tenant_001
83e08d14-6381-4e47-91e9-a232ec010cc1,899f36fb-4001-4a60-926e-7b3137b05c31,Loan Application,"Need KES 50,000 for dairy cows purchase",2023-07-08,Meeting,system,system,2023-07-08 00:00:00,2023-07-08 00:00:00,tenant_001
8e72f0c5-c17e-4e9c-b32a-5382a865958f,899f36fb-4001-4a60-926e-7b3137b05c31,Loan Application,Purchase 14-seater matatu,2024-08-09,Mobile App,system,system,2024-08-09 00:00:00,2024-08-09 00:00:00,tenant_001
3ac2bbaa-0700-43e0-b96a-fa947e4c369f,899f36fb-4001-4a60-926e-7b3137b05c31,Member Feedback,My grocery business is doing well thanks to SACCO,2022-04-27,Email,system,system,2022-04-27 00:00:00,2022-04-27 00:00:00,tenant_001
c6b621ed-e229-4dc6-927a-5b5fb23904f6,899f36fb-4001-4a60-926e-7b3137b05c31,Loan Application,Wedding expenses for daughter,2023-11-08,Meeting,system,system,2023-11-08 00:00:00,2023-11-08 00:00:00,tenant_001
ea349662-a7d2-4dfc-a3ee-e865f6e882d1,899f36fb-4001-4a60-926e-7b3137b05c31,Loan Application,Expanding maize farm to 5 acres,2024-02-03,Email,system,system,2024-02-03 00:00:00,2024-02-03 00:00:00,tenant_001
35a60b2a-bec2-464a-a2bc-426deaddf6a6,899f36fb-4001-4a60-926e-7b3137b05c31,Member Feedback,"Lost my passbook, need replacement",2023-07-01,WhatsApp,system,system,2023-07-01 00:00:00,2023-07-01 00:00:00,tenant_001
a925fb93-f396-490b-bb0f-4840b761fe11,899f36fb-4001-4a60-926e-7b3137b05c31,Loan Application,Expanding fish pond business,2022-03-31,SMS,system,system,2022-03-31 00:00:00,2022-03-31 00:00:00,tenant_001
31dfdb86-e086-42ac-b394-b5869a9cee96,899f36fb-4001-4a60-926e-7b3137b05c31,Loan Application,"Need KES 50,000 for dairy cows purchase",2022-10-28,Email,system,system,2022-10-28 00:00:00,2022-10-28 00:00:00,tenant_001
e8647522-f346-434a-ba38-adfac06131e8,d63d265e-efff-4caa-b922-bd8fdb7982e9,Member Feedback,Thank you for approving my loan quickly,2023-12-25,SMS,system,system,2023-12-25 00:00:00,2023-12-25 00:00:00,tenant_001
5ea787de-9173-46d3-9137-e90f21323c22,d63d265e-efff-4caa-b922-bd8fdb7982e9,Member Feedback,Defaulted due to COVID pandemic,2024-10-17,Mobile App,system,system,2024-10-17 00:00:00,2024-10-17 00:00:00,tenant_001
bd7f9a8c-3aec-462e-9553-ac640683edbc,d63d265e-efff-4caa-b922-bd8fdb7982e9,Member Feedback,Appreciate the financial literacy training,2024-09-28,Meeting,system,system,2024-09-28 00:00:00,2024-09-28 00:00:00,tenant_001
aa0141c4-f4ed-41d4-bea4-15b353865034,d63d265e-efff-4caa-b922-bd8fdb7982e9,Member Feedback,When is the next AGM meeting?,2026-01-30,Email,system,system,2026-01-30 00:00:00,2026-01-30 00:00:00,tenant_001
481a1e67-d250-4239-b6c0-c73a382a9fae,d63d265e-efff-4caa-b922-bd8fdb7982e9,Member Feedback,Changing my mobile number,2025-08-16,Meeting,system,system,2025-08-16 00:00:00,2025-08-16 00:00:00,tenant_001
29fed987-cff3-43ee-8f21-972fb0490e13,d63d265e-efff-4caa-b922-bd8fdb7982e9,Member Feedback,Defaulted due to COVID pandemic,2025-05-08,Mobile App,system,system,2025-05-08 00:00:00,2025-05-08 00:00:00,tenant_001
00c9308e-2515-447a-9947-07965ed546b3,d63d265e-efff-4caa-b922-bd8fdb7982e9,Member Feedback,Want to increase my monthly contributions,2024-02-02,Mobile App,system,system,2024-02-02 00:00:00,2024-02-02 00:00:00,tenant_001
42039c47-01e4-45ac-b8fa-a5ff1df22002,d63d265e-efff-4caa-b922-bd8fdb7982e9,Loan Application,Construction materials for shop,2023-12-14,Meeting,system,system,2023-12-14 00:00:00,2023-12-14 00:00:00,tenant_001
95172cfc-cb7d-48be-af3b-4de53d5bf7a6,d63d265e-efff-4caa-b922-bd8fdb7982e9,Member Feedback,Requesting loan statement for 2024,2024-06-09,SMS,system,system,2024-06-09 00:00:00,2024-06-09 00:00:00,tenant_001
3c865178-8193-42c2-b260-b38bc4fea94f,d63d265e-efff-4caa-b922-bd8fdb7982e9,Member Feedback,"Lost my passbook, need replacement",2025-07-05,WhatsApp,system,system,2025-07-05 00:00:00,2025-07-05 00:00:00,tenant_001
e8c61084-b5f6-4e71-9c29-50a800396962,d63d265e-efff-4caa-b922-bd8fdb7982e9,Member Feedback,Business affected by floods,2025-02-24,WhatsApp,system,system,2025-02-24 00:00:00,2025-02-24 00:00:00,tenant_001
9e67c178-58e4-4ec5-9616-970f62b62103,d63d265e-efff-4caa-b922-bd8fdb7982e9,Member Feedback,When is next loan application window?,2024-11-22,SMS,system,system,2024-11-22 00:00:00,2024-11-22 00:00:00,tenant_001
4a674013-5381-4bfd-8841-05c46ef13536,12baad6a-496d-4ee7-9f33-0ff2ec9fb8e4,Loan Application,Paying hospital bill at Aga Khan,2022-02-03,Email,system,system,2022-02-03 00:00:00,2022-02-03 00:00:00,tenant_001
02b7980c-75d4-40b2-87cc-e2cee84e0243,12baad6a-496d-4ee7-9f33-0ff2ec9fb8e4,Loan Application,Purchasing boda boda motorcycle,2024-10-17,Meeting,system,system,2024-10-17 00:00:00,2024-10-17 00:00:00,tenant_001
a1672561-d8c2-4b69-9bba-4839ae46fb1d,12baad6a-496d-4ee7-9f33-0ff2ec9fb8e4,Member Feedback,Changing my mobile number,2024-12-19,Email,system,system,2024-12-19 00:00:00,2024-12-19 00:00:00,tenant_001
99c230be-26b7-4b5e-8f5a-3f534ff51586,12baad6a-496d-4ee7-9f33-0ff2ec9fb8e4,Loan Application,School fees for 3 children,2023-04-21,Meeting,system,system,2023-04-21 00:00:00,2023-04-21 00:00:00,tenant_001
bad1013e-1011-4e09-8e31-5c0558a4be63,12baad6a-496d-4ee7-9f33-0ff2ec9fb8e4,Loan Application,Paying hospital bill at Aga Khan,2022-08-16,WhatsApp,system,system,2022-08-16 00:00:00,2022-08-16 00:00:00,tenant_001
29c170db-48ef-4ce2-91c0-dd431c09d43f,12baad6a-496d-4ee7-9f33-0ff2ec9fb8e4,Member Feedback,Loan helped me buy school van,2024-11-15,Mobile App,system,system,2024-11-15 00:00:00,2024-11-15 00:00:00,tenant_001
740822c9-fec4-4d58-9a95-f24fa2a96655,12baad6a-496d-4ee7-9f33-0ff2ec9fb8e4,Member Feedback,When is next loan application window?,2022-06-30,Email,system,system,2022-06-30 00:00:00,2022-06-30 00:00:00,tenant_001
5f9b895c-5315-4d92-a4d3-e7076ac3a624,12baad6a-496d-4ee7-9f33-0ff2ec9fb8e4,Loan Application,Expanding maize farm to 5 acres,2023-04-08,Email,system,system,2023-04-08 00:00:00,2023-04-08 00:00:00,tenant_001
e9bdac65-9633-47a5-8058-51e5c6306007,12baad6a-496d-4ee7-9f33-0ff2ec9fb8e4,Loan Application,Restocking my supermarket,2024-09-26,WhatsApp,system,system,2024-09-26 00:00:00,2024-09-26 00:00:00,tenant_001
876cd8f7-7529-410a-a620-edf19a7e4705,12baad6a-496d-4ee7-9f33-0ff2ec9fb8e4,Loan Application,Expanding fish pond business,2022-04-28,Meeting,system,system,2022-04-28 00:00:00,2022-04-28 00:00:00,tenant_001
