id,group_id,firstName,lastName,email,phoneNumber,password,joinDate,status,role,created_by,modified_by,created_on,modified_on,mansoft_tenant_id
12baad6a-496d-4ee7-9f33-0ff2ec9fb8e4,grp_033,Susan,Maina,lydia.mwangi11@gmail.com,+254779542454,$2y$10$hashedpasswordexample123456789012,2022-01-08,Active,GroupAdmin,system,system,2022-01-08 00:00:00,2022-01-08 00:00:00,tenant_001
cfebe314-4381-4292-8dec-d52fbdd89562,grp_032,Lydia,Nyokabi,lydia.njoroge12@gmail.com,+254782463269,$2y$10$hashedpasswordexample123456789012,2020-07-19,Terminated,Member,system,system,2020-07-19 00:00:00,2020-07-19 00:00:00,tenant_001
6c52e480-edee-43e2-b87f-98277e90e3bb,grp_036,Thomas,Odhiambo,thomas.kemboi13@gmail.com,+254722387298,$2y$10$hashedpasswordexample123456789012,2021-03-13,Inactive,GroupAdmin,system,system,2021-03-13 00:00:00,2021-03-13 00:00:00,tenant_001
0249964c-eda0-41bc-bee6-b789641a235e,grp_008,Philip,Kemboi,mary.otieno14@gmail.com,+254716759279,$2y$10$hashedpasswordexample123456789012,2023-10-24,Inactive,Member,system,system,2023-10-24 00:00:00,2023-10-24 00:00:00,tenant_001
89a34729-9502-4314-8c1a-3a0a3b72f810,grp_029,David,Wambui,stephen.njeri15@gmail.com,+254715142561,$2y$10$hashedpasswordexample123456789012,2020-05-04,Active,Member,system,system,2020-05-04 00:00:00,2020-05-04 00:00:00,tenant_001
a04311da-bba4-4d10-a82d-9e01c6d6d24b,grp_048,Kenneth,Omondi,monica.okoth16@gmail.com,+254798865936,$2y$10$hashedpasswordexample123456789012,2023-12-04,Active,Member,system,system,2023-12-04 00:00:00,2023-12-04 00:00:00,tenant_001
07164684-13d3-4acf-872d-ee5f681d774b,grp_004,James,Atieno,richard.jepchirchir17@gmail.com,+254759300408,$2y$10$hashedpasswordexample123456789012,2023-12-20,Active,Member,system,system,2023-12-20 00:00:00,2023-12-20 00:00:00,tenant_001
49727ddf-dc64-4374-9854-46c97ef9c3c1,grp_009,Mary,Aoko,john.kiprop18@gmail.com,+254776991673,$2y$10$hashedpasswordexample123456789012,2024-05-27,Active,GroupAdmin,system,system,2024-05-27 00:00:00,2024-05-27 00:00:00,tenant_001
3a146e2a-2375-4407-84f3-5e4d51cf18b9,grp_037,Charles,Wambui,dorothy.maina19@gmail.com,+254790736076,$2y$10$hashedpasswordexample123456789012,2022-12-18,Active,Member,system,system,2022-12-18 00:00:00,2022-12-18 00:00:00,tenant_001
13c176a1-0485-43c4-8c24-314c04696ac5,grp_010,Mercy,Kipchoge,thomas.wanjiru20@gmail.com,+254719103807,$2y$10$hashedpasswordexample123456789012,2022-07-07,Active,Member,system,system,2022-07-07 00:00:00,2022-07-07 00:00:00,tenant_001
32fbadc5-d199-4d26-a971-55437827f7c6,grp_047,Stephen,Kosgei,philip.maina21@gmail.com,+254729836091,$2y$10$hashedpasswordexample123456789012,2020-04-19,Inactive,Member,system,system,2020-04-19 00:00:00,2020-04-19 00:00:00,tenant_001
de73d9d0-1370-44ce-a2cf-e9ff9426bf38,grp_021,Anne,Wangui,mildred.langat22@gmail.com,+254734948427,$2y$10$hashedpasswordexample123456789012,2023-10-04,Active,Member,system,system,2023-10-04 00:00:00,2023-10-04 00:00:00,tenant_001
1fa28e23-ef47-4b6b-967d-aae211ab5a2e,grp_031,John,Wanjiru,brian.kariuki23@gmail.com,+254750363110,$2y$10$hashedpasswordexample123456789012,2020-06-24,Active,Member,system,system,2020-06-24 00:00:00,2020-06-24 00:00:00,tenant_001
832b095f-d62a-4d57-816c-59c8f9988581,grp_008,Francis,Adhiambo,samuel.langat24@gmail.com,+254795101706,$2y$10$hashedpasswordexample123456789012,2023-04-15,Active,Member,system,system,2023-04-15 00:00:00,2023-04-15 00:00:00,tenant_001
e27d34f0-89f6-4adc-add7-a427e19b44e8,grp_038,Agnes,Wangui,catherine.okoth25@gmail.com,+254786697506,$2y$10$hashedpasswordexample123456789012,2023-07-17,Inactive,Member,system,system,2023-07-17 00:00:00,2023-07-17 00:00:00,tenant_001
ba415945-1860-47e8-ace5-d43036056e7a,grp_037,Richard,Wangui,george.wanjiru26@gmail.com,+254718769160,$2y$10$hashedpasswordexample123456789012,2021-05-16,Active,Member,system,system,2021-05-16 00:00:00,2021-05-16 00:00:00,tenant_001
b16207e7-82ee-4a70-aeae-210307fee637,grp_017,Brian,Jeptoo,michael.awino27@gmail.com,+254715696870,$2y$10$hashedpasswordexample123456789012,2021-06-28,Active,Member,system,system,2021-06-28 00:00:00,2021-06-28 00:00:00,tenant_001
7a06cb4c-894e-4f91-ab90-1febfdd2160f,grp_003,Lucy,Ochieng,george.chepngetich28@gmail.com,+254718379783,$2y$10$hashedpasswordexample123456789012,2023-04-22,Active,Member,system,system,2023-04-22 00:00:00,2023-04-22 00:00:00,tenant_001
daa7b553-d455-48be-8652-fa3e4c209d4a,grp_008,Mercy,Atieno,esther.awino29@gmail.com,+254773757312,$2y$10$hashedpasswordexample123456789012,2024-06-02,Active,Member,system,system,2024-06-02 00:00:00,2024-06-02 00:00:00,tenant_001
382cb499-a7d0-4f99-86ae-b92596028ef9,grp_042,Lydia,Adhiambo,stephen.ngugi30@gmail.com,+254720523167,$2y$10$hashedpasswordexample123456789012,2022-05-16,Active,Member,system,system,2022-05-16 00:00:00,2022-05-16 00:00:00,tenant_001
0ea7596b-5efe-4bf4-97a5-f5b86d290c73,grp_031,Monica,Kiprop,david.wangui31@gmail.com,+254711355905,$2y$10$hashedpasswordexample123456789012,2020-09-30,Active,Member,system,system,2020-09-30 00:00:00,2020-09-30 00:00:00,tenant_001
bd0ed5e9-f2d2-4b65-99b4-fd8e6bb9c231,grp_043,Elizabeth,Atieno,joyce.mbugua32@gmail.com,+254750957685,$2y$10$hashedpasswordexample123456789012,2021-08-06,Active,GroupAdmin,system,system,2021-08-06 00:00:00,2021-08-06 00:00:00,tenant_001
556f2298-2660-4897-b77d-ad36a2a06852,grp_028,Philip,Anyango,robert.kemboi33@gmail.com,+254742978471,$2y$10$hashedpasswordexample123456789012,2024-05-28,Active,Member,system,system,2024-05-28 00:00:00,2024-05-28 00:00:00,tenant_001
71a9abff-a4dd-47de-a274-cd751c5df70f,grp_043,Brian,Awino,lydia.jepchirchir34@gmail.com,+254763377701,$2y$10$hashedpasswordexample123456789012,2021-03-10,Inactive,GroupAdmin,system,system,2021-03-10 00:00:00,2021-03-10 00:00:00,tenant_001
1da0fd3b-3255-4e99-9633-80c6f98c4842,grp_046,Kenneth,Kariuki,monica.kiplagat35@gmail.com,+254712497904,$2y$10$hashedpasswordexample123456789012,2022-07-11,Active,GroupAdmin,system,system,2022-07-11 00:00:00,2022-07-11 00:00:00,tenant_001
2c83dcfe-0281-43c7-9f9c-8ac9a6896397,grp_021,Samuel,Awino,david.mwangi36@gmail.com,+254776461291,$2y$10$hashedpasswordexample123456789012,2022-06-07,Active,Member,system,system,2022-06-07 00:00:00,2022-06-07 00:00:00,tenant_001
4f88159a-cb25-4ddd-8222-a23448f5ffb9,grp_042,Samuel,Muthoni,andrew.adhiambo37@gmail.com,+254767670002,$2y$10$hashedpasswordexample123456789012,2024-12-13,Active,Member,system,system,2024-12-13 00:00:00,2024-12-13 00:00:00,tenant_001
7ca8195e-8ed4-4743-b40d-8b0e2a9607b1,grp_035,Eric,Mbugua,joyce.wambui38@gmail.com,+254736714831,$2y$10$hashedpasswordexample123456789012,2021-01-21,Active,Member,system,system,2021-01-21 00:00:00,2021-01-21 00:00:00,tenant_001
de5562b3-390f-4722-8dbb-903084211926,grp_038,Esther,Aoko,naomi.ngugi39@gmail.com,+254744222845,$2y$10$hashedpasswordexample123456789012,2020-11-14,Active,Member,system,system,2020-11-14 00:00:00,2020-11-14 00:00:00,tenant_001
dd6614d9-10bb-461e-a303-cfd482e5e5fc,grp_014,Susan,Awino,mark.chebet40@gmail.com,+254792320826,$2y$10$hashedpasswordexample123456789012,2022-03-26,Active,Member,system,system,2022-03-26 00:00:00,2022-03-26 00:00:00,tenant_001
a084abdd-814d-43ac-9948-dad252f90f68,grp_013,Dorothy,Aoko,james.chepkoech41@gmail.com,+254798128663,$2y$10$hashedpasswordexample123456789012,2020-05-05,Active,Member,system,system,2020-05-05 00:00:00,2020-05-05 00:00:00,tenant_001
1d00e67e-8ec9-4d1e-9e8a-4556769f5e1b,grp_025,George,Wambui,charles.otieno42@gmail.com,+254713339559,$2y$10$hashedpasswordexample123456789012,2022-08-03,Active,Member,system,system,2022-08-03 00:00:00,2022-08-03 00:00:00,tenant_001
009604ac-440c-45f8-b15e-bdb4840df632,grp_049,Gladys,Wangui,elizabeth.njoroge43@gmail.com,+254769470095,$2y$10$hashedpasswordexample123456789012,2024-11-05,Terminated,Member,system,system,2024-11-05 00:00:00,2024-11-05 00:00:00,tenant_001
cf818d8f-6e77-4795-a12b-21db3b7f7f65,grp_007,Ruth,Anyango,edward.ochieng44@gmail.com,+254727321259,$2y$10$hashedpasswordexample123456789012,2021-07-29,Active,Member,system,system,2021-07-29 00:00:00,2021-07-29 00:00:00,tenant_001
316f5c8c-f86c-4789-86d8-0823a64f6a0e,grp_009,Charles,Kemboi,ruth.kariuki45@gmail.com,+254723685037,$2y$10$hashedpasswordexample123456789012,2020-11-13,Active,Member,system,system,2020-11-13 00:00:00,2020-11-13 00:00:00,tenant_001
31c57c6f-8195-4516-b60b-12d1db3b75bf,grp_001,John,Langat,margaret.adhiambo46@gmail.com,+254727533049,$2y$10$hashedpasswordexample123456789012,2023-04-07,Active,Member,system,system,2023-04-07 00:00:00,2023-04-07 00:00:00,tenant_001
0e72017c-50d8-41a1-92f9-fdbdc5e0267a,grp_042,Mercy,Langat,kevin.wanjiru47@gmail.com,+254776246429,$2y$10$hashedpasswordexample123456789012,2021-08-02,Active,Member,system,system,2021-08-02 00:00:00,2021-08-02 00:00:00,tenant_001
43b526af-1b5f-4f93-8242-afe85686b6b9,grp_046,Patricia,Anyango,francis.wangui48@gmail.com,+254739164507,$2y$10$hashedpasswordexample123456789012,2023-01-14,Active,Member,system,system,2023-01-14 00:00:00,2023-01-14 00:00:00,tenant_001
d89d8ed4-3647-4568-96f4-0003c9604a01,grp_037,Lydia,Kemboi,george.wangui49@gmail.com,+254761396471,$2y$10$hashedpasswordexample123456789012,2022-05-03,Active,Member,system,system,2022-05-03 00:00:00,2022-05-03 00:00:00,tenant_001
aa95a0c0-dded-40bf-a84e-02d1e498df93,grp_033,Paul,Onyango,catherine.anyango50@gmail.com,+254738304093,$2y$10$hashedpasswordexample123456789012,2022-07-11,Active,Member,system,system,2022-07-11 00:00:00,2022-07-11 00:00:00,tenant_001
97373893-938f-48b0-bb7e-a7b325e410e1,grp_043,Robert,Kamau,stephen.otieno51@gmail.com,+254751196456,$2y$10$hashedpasswordexample123456789012,2023-05-29,Active,Member,system,system,2023-05-29 00:00:00,2023-05-29 00:00:00,tenant_001
725814de-7d8a-4cf2-8f60-8391f7f56292,grp_036,Sarah,Kiplagat,mark.chepngetich52@gmail.com,+254728500151,$2y$10$hashedpasswordexample123456789012,2020-12-24,Active,Member,system,system,2020-12-24 00:00:00,2020-12-24 00:00:00,tenant_001
0ebc01e5-445c-413c-a7d7-420aad7f55ee,grp_017,Joseph,Odhiambo,anthony.mbugua53@gmail.com,+254715846587,$2y$10$hashedpasswordexample123456789012,2022-04-15,Active,Member,system,system,2022-04-15 00:00:00,2022-04-15 00:00:00,tenant_001
5fd10de4-ef18-4488-8521-4ab8ec92f3da,grp_012,Brian,Chebet,charles.ochieng54@gmail.com,+254781126435,$2y$10$hashedpasswordexample123456789012,2021-08-26,Active,Member,system,system,2021-08-26 00:00:00,2021-08-26 00:00:00,tenant_001
39c8d032-a5d2-4715-9b6c-fca0c047c904,grp_046,Daniel,Jepchirchir,mercy.maina55@gmail.com,+254799536831,$2y$10$hashedpasswordexample123456789012,2023-11-21,Active,Member,system,system,2023-11-21 00:00:00,2023-11-21 00:00:00,tenant_001
36b25036-1274-401b-812f-fea93c464005,grp_029,Peter,Chepkoech,nancy.maina56@gmail.com,+254715292525,$2y$10$hashedpasswordexample123456789012,2024-04-27,Active,Member,system,system,2024-04-27 00:00:00,2024-04-27 00:00:00,tenant_001
b226e1db-e2da-4882-a143-0ec9a247aa87,grp_010,Jane,Njeri,monica.langat57@gmail.com,+254749361911,$2y$10$hashedpasswordexample123456789012,2020-05-15,Active,Member,system,system,2020-05-15 00:00:00,2020-05-15 00:00:00,tenant_001
5e3855ce-a2c6-4aa2-9b5e-ffe24657c8a7,grp_022,Beatrice,Mbugua,robert.achieng58@gmail.com,+254736467440,$2y$10$hashedpasswordexample123456789012,2024-05-05,Inactive,Member,system,system,2024-05-05 00:00:00,2024-05-05 00:00:00,tenant_001
e06a4419-c6ea-4b64-a5ac-de783bb3b523,grp_034,Joy,Njeri,john.chebet59@gmail.com,+254721751906,$2y$10$hashedpasswordexample123456789012,2022-08-26,Active,Member,system,system,2022-08-26 00:00:00,2022-08-26 00:00:00,tenant_001
6b5bf51d-9c7a-49a5-af4a-86562fd725f7,grp_028,Esther,Langat,lucy.maina60@gmail.com,+254794895628,$2y$10$hashedpasswordexample123456789012,2024-11-30,Inactive,Member,system,system,2024-11-30 00:00:00,2024-11-30 00:00:00,tenant_001
6d5998e0-c964-40a2-affc-5077f75a6e93,grp_001,Lydia,Langat,michael.kirui61@gmail.com,+254759683707,$2y$10$hashedpasswordexample123456789012,2022-06-13,Active,Member,system,system,2022-06-13 00:00:00,2022-06-13 00:00:00,tenant_001
27963ce1-18bc-4646-998d-3a163ec459e2,grp_039,Lucy,Njeri,nancy.maina62@gmail.com,+254730548683,$2y$10$hashedpasswordexample123456789012,2022-03-27,Active,Member,system,system,2022-03-27 00:00:00,2022-03-27 00:00:00,tenant_001
a2e2e51d-352e-4912-89b3-6fbf8e7f8e7e,grp_011,Albert,Achieng,mildred.wangui63@gmail.com,+254799428778,$2y$10$hashedpasswordexample123456789012,2021-10-25,Active,Member,system,system,2021-10-25 00:00:00,2021-10-25 00:00:00,tenant_001
e3ae4eca-a7e0-4b09-b097-0e13dd17ea30,grp_024,Martin,Chepkoech,catherine.achieng64@gmail.com,+254759766954,$2y$10$hashedpasswordexample123456789012,2024-05-19,Active,Member,system,system,2024-05-19 00:00:00,2024-05-19 00:00:00,tenant_001
4d653968-1204-4848-ac05-366cfeddb0f2,grp_018,Lucy,Kirui,mercy.wambui65@gmail.com,+254792159986,$2y$10$hashedpasswordexample123456789012,2023-07-11,Active,Member,system,system,2023-07-11 00:00:00,2023-07-11 00:00:00,tenant_001
63fbb87b-56b5-4373-8701-11db339a51ef,grp_018,Martin,Okoth,lucy.anyango66@gmail.com,+254798340899,$2y$10$hashedpasswordexample123456789012,2024-04-23,Active,Member,system,system,2024-04-23 00:00:00,2024-04-23 00:00:00,tenant_001
b8d352cd-5cca-47ad-95f3-d08cb0c5ece7,grp_015,Brian,Jepchirchir,mildred.mbugua67@gmail.com,+254725768235,$2y$10$hashedpasswordexample123456789012,2022-07-09,Active,Member,system,system,2022-07-09 00:00:00,2022-07-09 00:00:00,tenant_001
009ac4a8-2312-4d1d-aee0-6662742d5cc2,grp_034,Francis,Mwangi,joyce.okoth68@gmail.com,+254762921459,$2y$10$hashedpasswordexample123456789012,2020-07-06,Active,Member,system,system,2020-07-06 00:00:00,2020-07-06 00:00:00,tenant_001
b36dbc64-b4c7-463d-aab9-6a9bc05679bb,grp_038,Jane,Kosgei,jane.nyambura69@gmail.com,+254736610427,$2y$10$hashedpasswordexample123456789012,2022-09-15,Active,Member,system,system,2022-09-15 00:00:00,2022-09-15 00:00:00,tenant_001
1c7fc58e-3e85-4952-bc07-20242a66e1ad,grp_005,Elizabeth,Adhiambo,margaret.kirui70@gmail.com,+254762129193,$2y$10$hashedpasswordexample123456789012,2024-12-27,Active,Member,system,system,2024-12-27 00:00:00,2024-12-27 00:00:00,tenant_001
1ceda5f6-3e7f-4f5f-b515-3ba69d4859b4,grp_024,George,Otieno,albert.awino71@gmail.com,+254739126356,$2y$10$hashedpasswordexample123456789012,2023-02-09,Active,GroupAdmin,system,system,2023-02-09 00:00:00,2023-02-09 00:00:00,tenant_001
476f3339-24cd-49f1-9b45-472334ba3062,grp_047,Joyce,Odhiambo,paul.chepngetich72@gmail.com,+254785734756,$2y$10$hashedpasswordexample123456789012,2023-07-16,Active,Member,system,system,2023-07-16 00:00:00,2023-07-16 00:00:00,tenant_001
9f67ed74-b965-4e7e-b506-800f2b53ba1d,grp_044,James,Ngugi,thomas.maina73@gmail.com,+254751340555,$2y$10$hashedpasswordexample123456789012,2024-11-16,Active,Member,system,system,2024-11-16 00:00:00,2024-11-16 00:00:00,tenant_001
1cf5c7f3-a61d-4c70-8835-2452956513e8,grp_021,Stephen,Njoroge,anne.aoko74@gmail.com,+254723139974,$2y$10$hashedpasswordexample123456789012,2020-01-07,Active,Member,system,system,2020-01-07 00:00:00,2020-01-07 00:00:00,tenant_001
3797a745-4be8-4124-b19d-29d6e7bbb4fd,grp_042,Simon,Chepngetich,faith.kosgei75@gmail.com,+254718659638,$2y$10$hashedpasswordexample123456789012,2021-09-08,Active,Member,system,system,2021-09-08 00:00:00,2021-09-08 00:00:00,tenant_001
7602d079-1b39-4f53-8e13-5844afd79cb9,grp_023,Kenneth,Wangui,patricia.wanjiru76@gmail.com,+254770816570,$2y$10$hashedpasswordexample123456789012,2023-07-31,Active,GroupAdmin,system,system,2023-07-31 00:00:00,2023-07-31 00:00:00,tenant_001
91ae8449-6cd4-4416-a903-16da361ed104,grp_025,Simon,Adhiambo,margaret.muthoni77@gmail.com,+254750825809,$2y$10$hashedpasswordexample123456789012,2022-08-10,Active,Member,system,system,2022-08-10 00:00:00,2022-08-10 00:00:00,tenant_001
ee84a379-11f2-4073-868d-ee273e8738ae,grp_035,Daniel,Omondi,joseph.aoko78@gmail.com,+254710316459,$2y$10$hashedpasswordexample123456789012,2022-03-06,Active,Member,system,system,2022-03-06 00:00:00,2022-03-06 00:00:00,tenant_001
f8be08fe-6940-4f9a-b2a2-12345a3d2dd4,grp_013,Anthony,Adhiambo,lucy.okoth79@gmail.com,+254775622267,$2y$10$hashedpasswordexample123456789012,2024-08-20,Active,Member,system,system,2024-08-20 00:00:00,2024-08-20 00:00:00,tenant_001
f5a12a05-8d4b-49f0-b817-8a3cc7848528,grp_012,Philip,Kosgei,naomi.njeri80@gmail.com,+254711944262,$2y$10$hashedpasswordexample123456789012,2020-04-14,Active,Member,system,system,2020-04-14 00:00:00,2020-04-14 00:00:00,tenant_001
bfc16370-0199-449e-84bb-c61c21d346c3,grp_013,Nancy,Nyambura,martin.langat81@gmail.com,+254716775083,$2y$10$hashedpasswordexample123456789012,2023-11-11,Active,Member,system,system,2023-11-11 00:00:00,2023-11-11 00:00:00,tenant_001
01ae42d3-7081-4f99-a623-16232d9e1279,grp_042,Simon,Omondi,paul.achieng82@gmail.com,+254788150131,$2y$10$hashedpasswordexample123456789012,2020-02-19,Active,Member,system,system,2020-02-19 00:00:00,2020-02-19 00:00:00,tenant_001
07d7ffe8-fbf1-4b2f-941c-a08864003fca,grp_026,Naomi,Muthoni,teresa.akinyi83@gmail.com,+254784995678,$2y$10$hashedpasswordexample123456789012,2024-01-31,Active,Member,system,system,2024-01-31 00:00:00,2024-01-31 00:00:00,tenant_001
b7758a46-6e89-4265-b40b-22a9f304ff60,grp_045,Lucy,Kipchoge,michael.langat84@gmail.com,+254799304735,$2y$10$hashedpasswordexample123456789012,2020-02-08,Inactive,Member,system,system,2020-02-08 00:00:00,2020-02-08 00:00:00,tenant_001
e1788d3d-fb21-4941-88ee-9eeea9c5aba7,grp_034,Peter,Njeri,elizabeth.omondi85@gmail.com,+254740836365,$2y$10$hashedpasswordexample123456789012,2022-07-17,Terminated,Member,system,system,2022-07-17 00:00:00,2022-07-17 00:00:00,tenant_001
50958d87-9ebe-4fe9-a0ec-027e43491075,grp_042,Gladys,Otieno,james.kamau86@gmail.com,+254757939903,$2y$10$hashedpasswordexample123456789012,2022-06-27,Active,Member,system,system,2022-06-27 00:00:00,2022-06-27 00:00:00,tenant_001
85b484db-61ad-4c34-afa9-f430fb1b1cf4,grp_035,Richard,Kirui,samuel.kipchoge87@gmail.com,+254775614685,$2y$10$hashedpasswordexample123456789012,2021-06-15,Active,Member,system,system,2021-06-15 00:00:00,2021-06-15 00:00:00,tenant_001
4ddd7b2c-f9f1-4456-afaa-48f68719dd75,grp_033,Joy,Chebet,elizabeth.atieno88@gmail.com,+254799656349,$2y$10$hashedpasswordexample123456789012,2021-06-29,Active,Member,system,system,2021-06-29 00:00:00,2021-06-29 00:00:00,tenant_001
c7c9d3f7-7777-4e17-9d74-ef233652b9b1,grp_035,Eric,Atieno,brian.chepkoech89@gmail.com,+254759661212,$2y$10$hashedpasswordexample123456789012,2023-08-02,Active,Member,system,system,2023-08-02 00:00:00,2023-08-02 00:00:00,tenant_001
9a593c8f-dd8d-4e52-81b4-fa0588bc53c3,grp_047,Patrick,Akinyi,anthony.wanjiru90@gmail.com,+254795499266,$2y$10$hashedpasswordexample123456789012,2024-06-29,Active,Member,system,system,2024-06-29 00:00:00,2024-06-29 00:00:00,tenant_001
ba3c71b6-7459-42ca-860b-bce25181475b,grp_003,Joseph,Kiplagat,anthony.otieno91@gmail.com,+254727409475,$2y$10$hashedpasswordexample123456789012,2024-01-21,Active,Member,system,system,2024-01-21 00:00:00,2024-01-21 00:00:00,tenant_001
b6ab0a30-f8c2-4200-a438-12165da264a0,grp_036,Patrick,Owino,richard.kiplagat92@gmail.com,+254761817959,$2y$10$hashedpasswordexample123456789012,2020-10-22,Active,Member,system,system,2020-10-22 00:00:00,2020-10-22 00:00:00,tenant_001
abce8289-e103-4948-aa9a-d542a8cff802,grp_037,Teresa,Okoth,martin.nyambura93@gmail.com,+254726787017,$2y$10$hashedpasswordexample123456789012,2024-06-11,Active,Member,system,system,2024-06-11 00:00:00,2024-06-11 00:00:00,tenant_001
4f01ad9d-fc11-4974-9276-627cc74d966c,grp_012,James,Mwangi,samuel.otieno94@gmail.com,+254791693347,$2y$10$hashedpasswordexample123456789012,2021-06-30,Active,Member,system,system,2021-06-30 00:00:00,2021-06-30 00:00:00,tenant_001
ded01f7c-2081-46af-808a-8c00830d4dc1,grp_040,Agnes,Langat,thomas.nyokabi95@gmail.com,+254765771456,$2y$10$hashedpasswordexample123456789012,2023-12-01,Active,Member,system,system,2023-12-01 00:00:00,2023-12-01 00:00:00,tenant_001
95968a90-30bc-47db-9a49-48efbfa5646f,grp_032,Irene,Njoroge,beatrice.chepkoech96@gmail.com,+254759433501,$2y$10$hashedpasswordexample123456789012,2020-02-19,Active,Member,system,system,2020-02-19 00:00:00,2020-02-19 00:00:00,tenant_001
c778ff08-1bde-4d93-ba79-b0034a25a8a6,grp_020,Catherine,Wambui,albert.wambui97@gmail.com,+254755938490,$2y$10$hashedpasswordexample123456789012,2024-01-21,Active,SuperAdmin,system,system,2024-01-21 00:00:00,2024-01-21 00:00:00,tenant_001
56b9cc8e-129f-4295-b199-f6f82d087ff0,grp_023,John,Atieno,anne.chepkoech98@gmail.com,+254795191390,$2y$10$hashedpasswordexample123456789012,2021-08-09,Active,Member,system,system,2021-08-09 00:00:00,2021-08-09 00:00:00,tenant_001
bcaf11ee-acc5-4300-b306-2580ad96f1ca,grp_003,John,Njoroge,kevin.atieno99@gmail.com,+254787170169,$2y$10$hashedpasswordexample123456789012,2023-07-24,Active,Member,system,system,2023-07-24 00:00:00,2023-07-24 00:00:00,tenant_001
db52a8cb-10ae-433e-ad9c-3cf2740b57c3,grp_010,Michael,Langat,stephen.maina100@gmail.com,+254717946215,$2y$10$hashedpasswordexample123456789012,2023-12-26,Active,Member,system,system,2023-12-26 00:00:00,2023-12-26 00:00:00,tenant_001
04f1a613-6597-4683-9e58-6109f11d560b,grp_050,Faith,Njeri,joseph.mwangi101@gmail.com,+254786477629,$2y$10$hashedpasswordexample123456789012,2020-02-08,Active,Member,system,system,2020-02-08 00:00:00,2020-02-08 00:00:00,tenant_001
6666a568-3731-4d40-80ba-5a029e3d1e2c,grp_019,James,Chepngetich,kevin.jepchirchir102@gmail.com,+254712230885,$2y$10$hashedpasswordexample123456789012,2020-09-07,Active,Member,system,system,2020-09-07 00:00:00,2020-09-07 00:00:00,tenant_001
f9bef828-906b-454e-b8cd-2edfd949b320,grp_036,Catherine,Ngugi,charles.nyokabi103@gmail.com,+254731788141,$2y$10$hashedpasswordexample123456789012,2022-04-29,Active,Member,system,system,2022-04-29 00:00:00,2022-04-29 00:00:00,tenant_001
b3aaf5c2-1a78-4948-ab1f-972a331092a9,grp_043,John,Kiplagat,esther.kamau104@gmail.com,+254760943146,$2y$10$hashedpasswordexample123456789012,2023-12-12,Active,Member,system,system,2023-12-12 00:00:00,2023-12-12 00:00:00,tenant_001
